Date,Visitor,G,Home,G,,Att.,LOG,Notes
11/25/2023,Philadelphia Flyers,1,New York Islanders,0,SO,17255,2:41,
11/25/2023,Boston Bruins,4,New York Rangers,7,,18006,2:41,
11/25/2023,Toronto Maple Leafs,2,Pittsburgh Penguins,3,,18229,2:27,
11/25/2023,Vancouver Canucks,3,San Jose Sharks,4,,15538,2:36,
11/25/2023,Arizona Coyotes,2,Vegas Golden Knights,0,,18591,2:26,
11/26/2023,Columbus Blue Jackets,2,Carolina Hurricanes,3,,18700,2:22,
11/26/2023,St. Louis Blues,4,Chicago Blackhawks,2,,18223,2:23,
11/26/2023,Minnesota Wild,1,Detroit Red Wings,4,,18833,2:31,
11/26/2023,Anaheim Ducks,2,Edmonton Oilers,8,,17781,2:28,
11/26/2023,Winnipeg Jets,2,Nashville Predators,3,,17159,2:33,
11/27/2023,Boston Bruins,2,Columbus Blue Jackets,5,,14357,2:30,
11/27/2023,Vegas Golden Knights,1,Calgary Flames,2,OT,17031,2:34,
11/27/2023,Tampa Bay Lightning,1,Colorado Avalanche,4,,18009,2:34,
11/27/2023,Buffalo Sabres,5,New York Rangers,1,,18006,2:21,
11/27/2023,Florida Panthers,5,Ottawa Senators,0,,15594,2:44,
11/27/2023,Washington Capitals,1,San Jose Sharks,2,,10759,2:31,
11/28/2023,Tampa Bay Lightning,1,Arizona Coyotes,3,,4600,2:20,
11/28/2023,Seattle Kraken,3,Chicago Blackhawks,4,,17070,2:34,
11/28/2023,Vegas Golden Knights,4,Edmonton Oilers,5,SO,18098,2:37,
11/28/2023,St. Louis Blues,1,Minnesota Wild,3,,17563,2:23,
11/28/2023,New York Islanders,4,New Jersey Devils,5,,16091,2:26,
11/28/2023,Pittsburgh Penguins,2,Nashville Predators,3,OT,17159,2:27,
11/28/2023,Carolina Hurricanes,4,Philadelphia Flyers,1,,17885,2:26,
11/28/2023,Florida Panthers,1,Toronto Maple Leafs,2,SO,18508,2:46,
11/28/2023,Anaheim Ducks,1,Vancouver Canucks,3,,18639,2:21,
11/28/2023,Dallas Stars,2,Winnipeg Jets,0,,11439,2:21,
11/29/2023,Montreal Canadiens,4,Columbus Blue Jackets,2,,14316,2:12,
11/29/2023,Washington Capitals,2,Los Angeles Kings,1,,18145,2:23,
11/29/2023,Detroit Red Wings,2,New York Rangers,3,,18006,2:34,
11/30/2023,Washington Capitals,5,Anaheim Ducks,4,,14336,2:35,
11/30/2023,Colorado Avalanche,3,Arizona Coyotes,4,OT,4600,2:30,
11/30/2023,San Jose Sharks,0,Boston Bruins,3,,17850,2:32,
11/30/2023,New York Islanders,5,Carolina Hurricanes,4,OT,18700,2:43,
11/30/2023,Dallas Stars,3,Calgary Flames,4,OT,16941,2:29,
11/30/2023,Chicago Blackhawks,1,Detroit Red Wings,5,,19515,2:21,
11/30/2023,Florida Panthers,5,Montreal Canadiens,1,,21105,2:31,
11/30/2023,Minnesota Wild,6,Nashville Predators,1,,17159,2:38,
11/30/2023,New Jersey Devils,4,Philadelphia Flyers,3,OT,17748,2:40,
11/30/2023,Buffalo Sabres,4,St. Louis Blues,6,,18096,2:27,
11/30/2023,Pittsburgh Penguins,4,Tampa Bay Lightning,2,,19092,2:19,
11/30/2023,Seattle Kraken,3,Toronto Maple Leafs,4,SO,18366,2:38,
11/30/2023,Vegas Golden Knights,4,Vancouver Canucks,1,,18856,2:19,
11/30/2023,Edmonton Oilers,3,Winnipeg Jets,1,,13611,2:26,
12/1/2023,Ottawa Senators,2,Columbus Blue Jackets,4,,15552,2:27,
12/1/2023,San Jose Sharks,6,New Jersey Devils,3,,16528,2:30,
12/2/2023,Colorado Avalanche,3,Anaheim Ducks,4,SO,14712,2:45,
12/2/2023,St. Louis Blues,1,Arizona Coyotes,4,,4600,2:35,
12/2/2023,Buffalo Sabres,2,Carolina Hurricanes,6,,18797,2:27,
12/2/2023,Vancouver Canucks,4,Calgary Flames,3,,19079,2:29,
12/2/2023,Tampa Bay Lightning,1,Dallas Stars,8,,18532,2:30,
12/2/2023,New York Islanders,4,Florida Panthers,3,,18721,2:28,
12/2/2023,Detroit Red Wings,5,Montreal Canadiens,4,OT,21105,2:34,
12/2/2023,New York Rangers,4,Nashville Predators,3,,17341,2:34,
12/2/2023,Seattle Kraken,0,Ottawa Senators,2,,18159,2:28,
12/2/2023,Philadelphia Flyers,4,Pittsburgh Penguins,3,SO,18303,2:41,
12/2/2023,Boston Bruins,4,Toronto Maple Leafs,3,OT,18959,2:40,
12/2/2023,Washington Capitals,1,Vegas Golden Knights,4,,18140,2:25,
12/2/2023,Chicago Blackhawks,1,Winnipeg Jets,3,,14189,2:19,
12/3/2023,Columbus Blue Jackets,1,Boston Bruins,3,,17850,2:20,
12/3/2023,Nashville Predators,2,Buffalo Sabres,1,,14644,2:25,
12/3/2023,Colorado Avalanche,1,Los Angeles Kings,4,,18145,2:24,
12/3/2023,Chicago Blackhawks,1,Minnesota Wild,4,,19301,2:21,
12/3/2023,San Jose Sharks,5,New York Rangers,6,,18006,2:31,
12/4/2023,Washington Capitals,0,Arizona Coyotes,6,,4600,2:27,
12/4/2023,Seattle Kraken,2,Montreal Canadiens,4,,20915,2:22,
12/4/2023,Pittsburgh Penguins,1,Philadelphia Flyers,2,OT,18084,2:26,
12/4/2023,Dallas Stars,0,Tampa Bay Lightning,4,,19092,2:19,
12/4/2023,St. Louis Blues,2,Vegas Golden Knights,1,OT,17826,2:26,
12/4/2023,Carolina Hurricanes,1,Winnipeg Jets,2,,11468,2:22,
12/5/2023,Detroit Red Wings,5,Buffalo Sabres,3,,14800,2:28,
12/5/2023,Los Angeles Kings,4,Columbus Blue Jackets,3,OT,15088,2:28,
12/5/2023,Minnesota Wild,5,Calgary Flames,2,,16661,2:33,
12/5/2023,Nashville Predators,4,Chicago Blackhawks,3,SO,16521,2:26,
12/5/2023,Anaheim Ducks,2,Colorado Avalanche,3,,18021,2:28,
12/5/2023,San Jose Sharks,5,New York Islanders,4,OT,14244,2:36,
12/5/2023,New York Rangers,2,Ottawa Senators,6,,17362,2:28,
12/5/2023,New Jersey Devils,6,Vancouver Canucks,5,,18983,2:30,
12/6/2023,Carolina Hurricanes,1,Edmonton Oilers,6,,18347,2:31,
12/6/2023,Dallas Stars,4,Florida Panthers,5,,18376,2:32,
12/6/2023,Vegas Golden Knights,6,St. Louis Blues,3,,18096,2:35,
12/6/2023,Pittsburgh Penguins,1,Tampa Bay Lightning,3,,19092,2:26,
12/7/2023,Philadelphia Flyers,4,Arizona Coyotes,1,,4600,2:19,
12/7/2023,Buffalo Sabres,3,Boston Bruins,1,,17850,2:24,
12/7/2023,Carolina Hurricanes,2,Calgary Flames,3,,16983,2:34,
12/7/2023,Anaheim Ducks,0,Chicago Blackhawks,1,,17424,2:20,
12/7/2023,Winnipeg Jets,4,Colorado Avalanche,2,,18008,2:20,
12/7/2023,San Jose Sharks,6,Detroit Red Wings,5,OT,19515,2:29,
12/7/2023,Los Angeles Kings,4,Montreal Canadiens,0,,21105,2:27,
12/7/2023,Tampa Bay Lightning,1,Nashville Predators,5,,17159,2:28,
12/7/2023,Columbus Blue Jackets,3,New York Islanders,7,,13510,2:29,
12/7/2023,Toronto Maple Leafs,4,Ottawa Senators,3,,19309,2:22,
12/7/2023,New Jersey Devils,2,Seattle Kraken,1,,17151,2:23,
12/7/2023,Minnesota Wild,0,Vancouver Canucks,2,,18667,2:41,
12/7/2023,Dallas Stars,5,Washington Capitals,4,SO,15850,2:38,
12/8/2023,St. Louis Blues,2,Columbus Blue Jackets,5,,15713,2:31,
12/8/2023,Minnesota Wild,3,Edmonton Oilers,4,,18173,2:26,
12/8/2023,Pittsburgh Penguins,1,Florida Panthers,3,,18640,2:18,
12/9/2023,Arizona Coyotes,3,Boston Bruins,5,,17850,2:33,
12/9/2023,Montreal Canadiens,3,Buffalo Sabres,2,SO,17123,2:43,
12/9/2023,New Jersey Devils,4,Calgary Flames,2,,17597,2:25,
12/9/2023,St. Louis Blues,1,Chicago Blackhawks,3,,18892,2:24,
12/9/2023,Philadelphia Flyers,5,Colorado Avalanche,2,,18119,2:27,
12/9/2023,Vegas Golden Knights,6,Dallas Stars,1,,18532,2:17,
12/9/2023,Ottawa Senators,5,Detroit Red Wings,1,,19515,2:45,
12/9/2023,Los Angeles Kings,2,New York Islanders,3,OT,17255,2:36,
12/9/2023,Tampa Bay Lightning,4,Seattle Kraken,3,OT,17151,2:32,
12/9/2023,Nashville Predators,0,Toronto Maple Leafs,4,,18611,2:23,
12/9/2023,Carolina Hurricanes,3,Vancouver Canucks,4,,18586,2:31,
12/9/2023,New York Rangers,0,Washington Capitals,4,,18573,2:29,
12/10/2023,Winnipeg Jets,4,Anaheim Ducks,2,,13626,2:28,
12/10/2023,Florida Panthers,5,Columbus Blue Jackets,2,,16269,2:29,
12/10/2023,Washington Capitals,4,Chicago Blackhawks,2,,18258,2:25,
12/10/2023,New Jersey Devils,1,Edmonton Oilers,4,,18347,2:31,
12/10/2023,Nashville Predators,2,Montreal Canadiens,1,,20864,2:32,
12/10/2023,Los Angeles Kings,1,New York Rangers,4,,18006,2:32,
12/10/2023,Minnesota Wild,3,Seattle Kraken,0,,17151,2:29,
12/10/2023,San Jose Sharks,4,Vegas Golden Knights,5,SO,17849,2:40,
12/11/2023,Arizona Coyotes,2,Buffalo Sabres,5,,14083,2:24,
12/11/2023,Calgary Flames,5,Colorado Avalanche,6,,17967,2:37,
12/11/2023,Detroit Red Wings,3,Dallas Stars,6,,18532,2:28,
12/11/2023,Toronto Maple Leafs,3,New York Islanders,4,OT,17255,2:28,
12/12/2023,Chicago Blackhawks,1,Edmonton Oilers,4,,18347,2:23,
12/12/2023,Philadelphia Flyers,2,Nashville Predators,3,OT,17159,2:27,
12/12/2023,Toronto Maple Leafs,7,New York Rangers,3,,18006,2:26,
12/12/2023,Carolina Hurricanes,4,Ottawa Senators,1,,16877,2:27,
12/12/2023,Arizona Coyotes,2,Pittsburgh Penguins,4,,17068,2:29,
12/12/2023,Florida Panthers,0,Seattle Kraken,4,,17151,2:28,
12/12/2023,Winnipeg Jets,1,San Jose Sharks,2,,13142,2:27,
12/12/2023,Detroit Red Wings,6,St. Louis Blues,4,,18096,2:36,
12/12/2023,Tampa Bay Lightning,1,Vancouver Canucks,4,,18771,2:22,
12/12/2023,Calgary Flames,4,Vegas Golden Knights,5,OT,17814,2:30,
12/13/2023,Buffalo Sabres,1,Colorado Avalanche,5,,18034,2:32,
12/13/2023,Winnipeg Jets,5,Los Angeles Kings,2,,18145,2:23,
12/13/2023,Pittsburgh Penguins,4,Montreal Canadiens,3,SO,21105,2:50,
12/13/2023,Boston Bruins,1,New Jersey Devils,2,OT,16514,2:33,
12/13/2023,Anaheim Ducks,3,New York Islanders,4,,14207,2:34,
12/14/2023,Carolina Hurricanes,2,Detroit Red Wings,1,,19515,2:24,
12/14/2023,Tampa Bay Lightning,7,Edmonton Oilers,4,,18060,2:35,
12/14/2023,Calgary Flames,2,Minnesota Wild,3,SO,18167,2:44,
12/14/2023,Washington Capitals,3,Philadelphia Flyers,4,SO,18557,2:43,
12/14/2023,Chicago Blackhawks,1,Seattle Kraken,7,,17151,2:19,
12/14/2023,Ottawa Senators,2,St. Louis Blues,4,,18096,2:24,
12/14/2023,Columbus Blue Jackets,6,Toronto Maple Leafs,5,OT,18338,2:39,
12/14/2023,Florida Panthers,0,Vancouver Canucks,4,,18873,2:19,
12/15/2023,San Jose Sharks,0,Arizona Coyotes,1,,4600,2:33,
12/15/2023,Nashville Predators,6,Carolina Hurricanes,5,OT,18770,2:32,
12/15/2023,Ottawa Senators,4,Dallas Stars,5,,18532,2:32,
12/15/2023,Boston Bruins,5,New York Islanders,4,SO,17255,2:54,
12/15/2023,Anaheim Ducks,1,New York Rangers,5,,18006,2:34,
12/15/2023,Buffalo Sabres,5,Vegas Golden Knights,2,,18008,2:27,
12/16/2023,Buffalo Sabres,0,Arizona Coyotes,2,,4600,2:11,
12/16/2023,New York Rangers,2,Boston Bruins,1,OT,17850,2:35,
12/16/2023,New Jersey Devils,6,Columbus Blue Jackets,3,,18172,2:24,
12/16/2023,Tampa Bay Lightning,2,Calgary Flames,4,,16801,2:27,
12/16/2023,Florida Panthers,5,Edmonton Oilers,1,,18347,2:34,
12/16/2023,Vancouver Canucks,1,Minnesota Wild,2,SO,18519,2:39,
12/16/2023,New York Islanders,3,Montreal Canadiens,5,,21105,2:23,
12/16/2023,Washington Capitals,1,Nashville Predators,3,,17267,2:20,
12/16/2023,Detroit Red Wings,0,Philadelphia Flyers,1,,18341,2:31,
12/16/2023,Los Angeles Kings,3,Seattle Kraken,2,SO,17151,2:42,
12/16/2023,Dallas Stars,3,St. Louis Blues,4,OT,18096,2:32,
12/16/2023,Pittsburgh Penguins,0,Toronto Maple Leafs,7,,18921,2:30,
12/16/2023,Colorado Avalanche,2,Winnipeg Jets,6,,13515,2:20,
12/17/2023,Washington Capitals,2,Carolina Hurricanes,1,SO,18700,2:44,
12/17/2023,Vancouver Canucks,4,Chicago Blackhawks,3,,19302,2:19,
12/17/2023,San Jose Sharks,2,Colorado Avalanche,6,,18093,2:29,
12/17/2023,Anaheim Ducks,5,New Jersey Devils,1,,16514,2:25,
12/17/2023,Ottawa Senators,3,Vegas Golden Knights,6,,17892,2:30,
12/18/2023,Florida Panthers,1,Calgary Flames,3,,16813,2:27,
12/18/2023,Seattle Kraken,3,Dallas Stars,4,OT,18532,2:32,
12/18/2023,Anaheim Ducks,4,Detroit Red Wings,3,,19515,2:33,
12/18/2023,Minnesota Wild,3,Pittsburgh Penguins,4,,18200,2:32,
12/18/2023,Montreal Canadiens,3,Winnipeg Jets,2,OT,13363,2:29,
12/19/2023,Ottawa Senators,3,Arizona Coyotes,4,,4600,2:30,
12/19/2023,Minnesota Wild,4,Boston Bruins,3,OT,17850,2:36,
12/19/2023,Columbus Blue Jackets,9,Buffalo Sabres,4,,14888,2:25,
12/19/2023,Vegas Golden Knights,3,Carolina Hurricanes,6,,18848,2:32,
12/19/2023,Colorado Avalanche,2,Chicago Blackhawks,3,,19719,2:24,
12/19/2023,Philadelphia Flyers,3,New Jersey Devils,2,OT,16514,2:26,
12/19/2023,Vancouver Canucks,5,Nashville Predators,2,,17159,2:22,
12/19/2023,Edmonton Oilers,1,New York Islanders,3,,16523,2:17,
12/19/2023,Los Angeles Kings,4,San Jose Sharks,1,,11593,2:23,
12/19/2023,St. Louis Blues,1,Tampa Bay Lightning,6,,19092,2:22,
12/19/2023,New York Rangers,5,Toronto Maple Leafs,2,,19264,2:22,
12/20/2023,Seattle Kraken,2,Los Angeles Kings,1,,18145,2:28,
12/20/2023,Detroit Red Wings,2,Winnipeg Jets,5,,12571,2:26,
12/20/2023,New York Islanders,2,Washington Capitals,3,OT,18573,2:24,
12/21/2023,Calgary Flames,3,Anaheim Ducks,0,,16102,2:25,
12/21/2023,Toronto Maple Leafs,3,Buffalo Sabres,9,,19070,2:22,
12/21/2023,Washington Capitals,3,Columbus Blue Jackets,2,OT,18172,2:32,
12/21/2023,Ottawa Senators,4,Colorado Avalanche,6,,18107,2:39,
12/21/2023,Vancouver Canucks,3,Dallas Stars,4,OT,18532,2:32,
12/21/2023,St. Louis Blues,4,Florida Panthers,1,,18753,2:29,
12/21/2023,Montreal Canadiens,3,Minnesota Wild,4,OT,18387,2:38,
12/21/2023,Edmonton Oilers,6,New Jersey Devils,3,,16514,2:26,
12/21/2023,Nashville Predators,4,Philadelphia Flyers,2,,19313,2:33,
12/21/2023,Carolina Hurricanes,1,Pittsburgh Penguins,2,SO,18267,2:37,
12/21/2023,Arizona Coyotes,5,San Jose Sharks,2,,17435,2:26,
12/21/2023,Vegas Golden Knights,4,Tampa Bay Lightning,5,,19092,2:35,
12/22/2023,Montreal Canadiens,5,Chicago Blackhawks,2,,20340,2:25,
12/22/2023,Philadelphia Flyers,6,Detroit Red Wings,7,SO,19515,2:50,
12/22/2023,Edmonton Oilers,4,New York Rangers,3,,18006,2:29,
12/22/2023,Boston Bruins,1,Winnipeg Jets,5,,14405,2:34,
12/23/2023,Seattle Kraken,3,Anaheim Ducks,2,,14608,2:28,
12/23/2023,New York Islanders,5,Carolina Hurricanes,4,,18921,2:31,
12/23/2023,Toronto Maple Leafs,4,Columbus Blue Jackets,1,,17806,2:24,
12/23/2023,Arizona Coyotes,1,Colorado Avalanche,4,,18117,2:21,
12/23/2023,Vegas Golden Knights,2,Florida Panthers,4,,19364,2:37,
12/23/2023,Calgary Flames,3,Los Angeles Kings,5,,18145,2:35,
12/23/2023,Boston Bruins,2,Minnesota Wild,3,,19183,2:33,
12/23/2023,Detroit Red Wings,2,New Jersey Devils,3,,16514,2:31,
12/23/2023,Dallas Stars,3,Nashville Predators,2,,17159,2:28,
12/23/2023,Buffalo Sabres,3,New York Rangers,4,OT,18006,2:36,
12/23/2023,Pittsburgh Penguins,4,Ottawa Senators,5,OT,19286,2:34,
12/23/2023,Chicago Blackhawks,5,St. Louis Blues,7,,18096,2:27,
12/23/2023,San Jose Sharks,4,Vancouver Canucks,7,,18875,2:32,
12/23/2023,Tampa Bay Lightning,2,Washington Capitals,1,SO,18573,2:37,
12/27/2023,Vegas Golden Knights,2,Anaheim Ducks,5,,15109,2:19,
12/27/2023,Colorado Avalanche,4,Arizona Coyotes,5,OT,4600,2:30,
12/27/2023,Boston Bruins,4,Buffalo Sabres,1,,19070,2:31,
12/27/2023,Seattle Kraken,2,Calgary Flames,1,,18881,2:23,
12/27/2023,Winnipeg Jets,1,Chicago Blackhawks,2,OT,20540,2:27,
12/27/2023,San Jose Sharks,1,Los Angeles Kings,5,,18145,2:25,
12/27/2023,Detroit Red Wings,3,Minnesota Wild,6,,19105,2:23,
12/27/2023,Columbus Blue Jackets,3,New Jersey Devils,4,OT,16514,2:30,
12/27/2023,Carolina Hurricanes,5,Nashville Predators,2,,17846,2:32,
12/27/2023,Pittsburgh Penguins,7,New York Islanders,0,,17255,2:30,
12/27/2023,Washington Capitals,1,New York Rangers,5,,18006,2:19,
12/27/2023,Dallas Stars,1,St. Louis Blues,2,,18096,2:24,
12/27/2023,Florida Panthers,3,Tampa Bay Lightning,2,,19092,2:28,
12/27/2023,Ottawa Senators,4,Toronto Maple Leafs,2,,19261,2:30,
12/28/2023,Montreal Canadiens,3,Carolina Hurricanes,5,,18969,2:38,
12/28/2023,Edmonton Oilers,5,San Jose Sharks,0,,17435,2:20,
12/28/2023,Philadelphia Flyers,4,Vancouver Canucks,1,,18986,2:27,
12/28/2023,Los Angeles Kings,2,Vegas Golden Knights,3,,18595,2:28,
12/29/2023,Arizona Coyotes,2,Anaheim Ducks,0,,16052,2:35,
12/29/2023,Toronto Maple Leafs,5,Columbus Blue Jackets,6,OT,18516,2:37,
12/29/2023,Chicago Blackhawks,4,Dallas Stars,5,OT,18532,2:33,
12/29/2023,Nashville Predators,4,Detroit Red Wings,5,OT,19515,2:36,
12/29/2023,New York Rangers,3,Florida Panthers,4,,19723,2:34,
12/29/2023,Washington Capitals,1,New York Islanders,5,,17255,2:23,
12/29/2023,New Jersey Devils,6,Ottawa Senators,2,,20022,2:22,
12/29/2023,Philadelphia Flyers,1,Seattle Kraken,2,OT,17151,2:26,
12/29/2023,Colorado Avalanche,2,St. Louis Blues,1,,18096,2:23,
12/30/2023,New Jersey Devils,2,Boston Bruins,5,,17850,2:27,
12/30/2023,Columbus Blue Jackets,2,Buffalo Sabres,3,OT,19070,2:21,
12/30/2023,Montreal Canadiens,1,Florida Panthers,4,,19663,2:24,
12/30/2023,Edmonton Oilers,3,Los Angeles Kings,2,SO,18145,2:39,
12/30/2023,St. Louis Blues,2,Pittsburgh Penguins,4,,18321,2:27,
12/30/2023,New York Rangers,5,Tampa Bay Lightning,1,,19092,2:35,
12/30/2023,Carolina Hurricanes,3,Toronto Maple Leafs,2,,18974,2:31,
12/30/2023,Minnesota Wild,2,Winnipeg Jets,4,,15225,2:25,
12/30/2023,Nashville Predators,3,Washington Capitals,2,SO,18573,2:45,
12/31/2023,Edmonton Oilers,7,Anaheim Ducks,2,,16041,2:25,
12/31/2023,Philadelphia Flyers,3,Calgary Flames,4,,18723,2:28,
12/31/2023,San Jose Sharks,1,Colorado Avalanche,3,,18140,2:38,
12/31/2023,Chicago Blackhawks,1,Dallas Stars,8,,18532,2:25,
12/31/2023,Boston Bruins,5,Detroit Red Wings,3,,19515,2:37,
12/31/2023,Winnipeg Jets,3,Minnesota Wild,2,,19129,2:28,
12/31/2023,Buffalo Sabres,1,Ottawa Senators,5,,19421,2:31,
12/31/2023,New York Islanders,1,Pittsburgh Penguins,3,,18216,2:37,
12/31/2023,Montreal Canadiens,3,Tampa Bay Lightning,4,,19092,2:33,
1/1/2024,Vegas Golden Knights,0,Seattle Kraken,3,,47313,2:35,at T-Mobile Park (Seattle WA)
1/2/2024,Florida Panthers,4,Arizona Coyotes,1,,4600,2:35,
1/2/2024,Boston Bruins,4,Columbus Blue Jackets,1,,18262,2:27,
1/2/2024,New York Islanders,4,Colorado Avalanche,5,OT,18121,2:31,
1/2/2024,Montreal Canadiens,4,Dallas Stars,3,,18532,2:24,
1/2/2024,Philadelphia Flyers,2,Edmonton Oilers,5,,18347,2:19,
1/2/2024,Toronto Maple Leafs,3,Los Angeles Kings,0,,18145,2:33,
1/2/2024,Calgary Flames,3,Minnesota Wild,1,,18456,2:21,
1/2/2024,Chicago Blackhawks,0,Nashville Predators,3,,17363,2:23,
1/2/2024,Carolina Hurricanes,6,New York Rangers,1,,18006,2:28,
1/2/2024,Washington Capitals,4,Pittsburgh Penguins,3,,18190,2:33,
1/2/2024,Detroit Red Wings,5,San Jose Sharks,3,,12195,2:34,
1/2/2024,Ottawa Senators,3,Vancouver Canucks,6,,18810,2:22,
1/2/2024,Tampa Bay Lightning,2,Winnipeg Jets,4,,14157,2:20,
1/3/2024,Toronto Maple Leafs,2,Anaheim Ducks,1,OT,16135,2:42,
1/3/2024,New Jersey Devils,6,Washington Capitals,3,,17156,2:34,
1/4/2024,New York Islanders,5,Arizona Coyotes,1,,4600,2:21,
1/4/2024,Pittsburgh Penguins,6,Boston Bruins,5,,17850,2:35,
1/4/2024,Colorado Avalanche,5,Dallas Stars,4,OT,18532,2:38,
1/4/2024,Detroit Red Wings,4,Los Angeles Kings,3,SO,18145,2:34,
1/4/2024,Tampa Bay Lightning,4,Minnesota Wild,1,,18689,2:25,
1/4/2024,Buffalo Sabres,6,Montreal Canadiens,1,,21105,2:35,
1/4/2024,Calgary Flames,6,Nashville Predators,3,,17203,2:37,
1/4/2024,Chicago Blackhawks,1,New York Rangers,4,,18006,2:22,
1/4/2024,Columbus Blue Jackets,3,Philadelphia Flyers,2,SO,17510,2:39,
1/4/2024,Ottawa Senators,1,Seattle Kraken,4,,17151,2:20,
1/4/2024,Winnipeg Jets,2,San Jose Sharks,1,,10521,2:16,
1/4/2024,Vancouver Canucks,1,St. Louis Blues,2,,18096,2:23,
1/4/2024,Florida Panthers,4,Vegas Golden Knights,1,,18044,2:38,
1/5/2024,Winnipeg Jets,3,Anaheim Ducks,1,,13883,2:24,
1/5/2024,Chicago Blackhawks,2,New Jersey Devils,4,,16514,2:32,
1/5/2024,Carolina Hurricanes,6,Washington Capitals,2,,18573,2:32,
1/6/2024,Tampa Bay Lightning,3,Boston Bruins,7,,17850,2:28,
1/6/2024,St. Louis Blues,2,Carolina Hurricanes,1,SO,18903,2:36,
1/6/2024,Minnesota Wild,4,Columbus Blue Jackets,3,OT,18771,2:41,
1/6/2024,Florida Panthers,8,Colorado Avalanche,4,,18132,2:32,
1/6/2024,Nashville Predators,4,Dallas Stars,3,,18532,2:30,
1/6/2024,Ottawa Senators,1,Edmonton Oilers,3,,18347,2:27,
1/6/2024,New York Rangers,3,Montreal Canadiens,4,SO,21105,2:34,
1/6/2024,Vancouver Canucks,6,New Jersey Devils,4,,16157,2:36,
1/6/2024,Calgary Flames,2,Philadelphia Flyers,3,,19715,2:37,
1/6/2024,Buffalo Sabres,3,Pittsburgh Penguins,1,,18256,2:30,
1/6/2024,Toronto Maple Leafs,4,San Jose Sharks,1,,17435,2:24,
1/6/2024,New York Islanders,2,Vegas Golden Knights,5,,18312,2:33,
1/7/2024,Detroit Red Wings,3,Anaheim Ducks,2,,17174,2:29,
1/7/2024,Winnipeg Jets,6,Arizona Coyotes,2,,4600,2:29,
1/7/2024,Calgary Flames,3,Chicago Blackhawks,4,,19907,2:33,
1/7/2024,Los Angeles Kings,3,Washington Capitals,4,,18573,2:26,
1/8/2024,Boston Bruins,3,Colorado Avalanche,4,SO,18050,2:56,
1/8/2024,Dallas Stars,4,Minnesota Wild,0,,18087,2:33,
1/8/2024,Vancouver Canucks,6,New York Rangers,3,,18006,2:28,
